296, 543, 704
476, 361, 667
301, 699, 704
716, 819, 924
519, 403, 543
609, 476, 833
227, 727, 813
456, 208, 600
43, 417, 431
236, 291, 357
185, 483, 516
153, 765, 866
438, 810, 984
801, 149, 906
577, 492, 870
84, 73, 148
531, 542, 547
405, 358, 541
573, 222, 784
734, 740, 750
460, 486, 672
322, 426, 736
551, 545, 564
767, 249, 920
348, 593, 836
462, 728, 959
463, 436, 694
367, 678, 924
629, 540, 854
538, 487, 623
760, 192, 823
635, 630, 666
259, 840, 971
67, 419, 458
80, 252, 299
428, 690, 939
855, 601, 920
845, 244, 899
315, 498, 617
514, 589, 836
569, 569, 925
234, 635, 742
716, 675, 723
452, 357, 607
323, 694, 852
559, 817, 945
795, 185, 907
706, 618, 855
952, 537, 995
558, 314, 697
219, 379, 385
714, 316, 935
364, 553, 747
898, 980, 992
713, 501, 983
377, 542, 813
760, 364, 819
183, 400, 430
717, 549, 826
369, 463, 710
274, 668, 718
356, 253, 421
478, 484, 882
314, 487, 661
804, 321, 884
666, 260, 775
357, 454, 707
887, 223, 998
558, 219, 627
579, 561, 628
712, 391, 841
331, 415, 641
506, 713, 778
616, 318, 926
725, 212, 770
795, 454, 861
640, 397, 1000
367, 476, 522
155, 390, 434
246, 309, 495
913, 436, 967
342, 240, 356
342, 823, 846
438, 348, 692
38, 192, 227
644, 109, 717
471, 696, 801
393, 428, 813
355, 352, 409
402, 246, 471
360, 640, 976
309, 489, 552
636, 824, 874
469, 79, 542
261, 489, 611
271, 663, 829
555, 657, 927
418, 333, 723
873, 139, 878
942, 116, 981
598, 537, 693
586, 296, 808
588, 717, 855
570, 205, 763
804, 893, 995
581, 870, 956
458, 613, 863
642, 725, 768
681, 404, 988
585, 720, 797
299, 199, 479
593, 362, 607
671, 358, 918
307, 800, 864
432, 396, 536
824, 540, 900
931, 508, 944
168, 660, 761
266, 464, 586
324, 424, 520
602, 607, 966
371, 598, 915
520, 798, 946
680, 453, 860
475, 565, 617
496, 381, 759
171, 445, 446
254, 692, 699
662, 109, 703
529, 314, 705
342, 148, 370
551, 281, 701
680, 908, 982
276, 803, 870
534, 433, 737
644, 589, 681
262, 504, 720
266, 865, 907
705, 282, 712
320, 728, 804
409, 578, 687
272, 896, 959
536, 582, 770
683, 871, 945
597, 463, 623
202, 785, 966
661, 883, 984
379, 689, 900
615, 698, 944
304, 638, 773
365, 296, 587
971, 542, 976
684, 147, 773
609, 206, 801
446, 409, 843
519, 462, 753
540, 400, 541
921, 137, 961
599, 162, 749
410, 766, 833
483, 469, 709
270, 874, 926
327, 897, 979
402, 709, 974
188, 467, 540
122, 757, 855
367, 851, 874
121, 749, 819
835, 707, 971
351, 287, 572
597, 515, 868
459, 325, 473
547, 507, 755
574, 421, 584
442, 318, 735
641, 759, 940
417, 475, 501
623, 728, 853
407, 309, 594
194, 283, 435
451, 566, 845
149, 710, 753
527, 481, 606
165, 346, 469
582, 750, 752
759, 852, 987
658, 506, 733
483, 589, 963
468, 323, 765
495, 554, 929
90, 645, 703
907, 581, 914
432, 540, 866
350, 655, 835
355, 362, 650
216, 216, 245
245, 682, 817
367, 178, 475
42, 878, 881
786, 693, 975
729, 835, 973
714, 872, 932
436, 93, 461
757, 66, 774
584, 664, 860
324, 721, 874
471, 648, 731
745, 137, 781
544, 414, 883
734, 293, 961
124, 846, 895
145, 96, 216
834, 107, 890
804, 473, 882
269, 544, 725
801, 549, 858
874, 68, 898
620, 846, 884
661, 761, 874
398, 388, 714
814, 320, 854
648, 394, 929
540, 541, 547
465, 600, 857
558, 564, 795
592, 403, 989
772, 455, 774
418, 240, 429
408, 816, 912
577, 261, 650
472, 711, 939
279, 771, 979
342, 330, 409
510, 470, 520
32, 210, 236
351, 596, 892
337, 131, 447
615, 577, 811
889, 624, 935
149, 624, 663
450, 393, 488
825, 326, 968
152, 446, 458
951, 430, 973
188, 317, 394
159, 279, 371
397, 285, 576
90, 847, 898
203, 236, 252
962, 89, 964
580, 204, 744
331, 449, 604
494, 377, 725
743, 487, 927
85, 518, 559
516, 737, 755
652, 315, 874
266, 533, 606
704, 372, 829
394, 218, 398
737, 229, 864
480, 417, 796
554, 172, 612
863, 218, 982
697, 747, 920
615, 808, 815
335, 95, 377
782, 811, 814
213, 519, 538
712, 263, 768
509, 464, 578
660, 224, 730
776, 387, 906
824, 905, 976
606, 314, 696
752, 840, 983
177, 734, 819
396, 585, 829
205, 615, 659
320, 404, 520
504, 636, 981
753, 436, 970
80, 357, 424
892, 536, 918
721, 783, 906
888, 442, 986
916, 720, 918
930, 149, 960
436, 154, 451
280, 890, 952
322, 842, 904
192, 605, 793
408, 170, 553
656, 420, 697
307, 335, 543
334, 229, 533
446, 444, 821
514, 317, 523
18, 699, 708
302, 662, 852
479, 361, 697
542, 681, 914
660, 404, 918
803, 759, 972
184, 193, 228
526, 507, 930
364, 563, 880
525, 510, 603
731, 294, 812
871, 435, 929
903, 371, 958
775, 277, 857
749, 472, 901
336, 77, 353
805, 544, 877
361, 299, 474
883, 257, 988
356, 317, 488
179, 190, 273
711, 761, 845
153, 147, 274
797, 754, 866
401, 336, 517
783, 442, 987
363, 411, 511
253, 692, 794
322, 617, 675
335, 748, 760
288, 300, 500
137, 602, 686
315, 627, 889
829, 246, 964
494, 42, 499
118, 713, 754
694, 689, 720
674, 476, 852
338, 443, 719
537, 674, 851
824, 541, 921
559, 531, 624
895, 670, 907
297, 183, 467
264, 654, 802
412, 591, 989
258, 463, 620
729, 835, 931
515, 550, 557
228, 822, 978
943, 403, 947
574, 470, 854
452, 506, 586
946, 112, 992
895, 617, 903
704, 738, 895
467, 666, 729
631, 617, 902
194, 402, 533
665, 973, 977
727, 210, 895
164, 662, 685
831, 192, 938
970, 86, 982
196, 900, 997
96, 801, 802
353, 415, 612
231, 824, 845
287, 823, 933
175, 839, 996
517, 353, 532
333, 458, 466
462, 413, 704
357, 619, 969
577, 291, 843
723, 342, 932
300, 624, 758
100, 544, 638
642, 309, 826
442, 703, 800
102, 425, 519
301, 678, 873
87, 744, 791
60, 816, 851
649, 312, 764
784, 555, 843
281, 325, 527
736, 146, 865
284, 914, 934
720, 728, 776
261, 484, 617
360, 383, 731
245, 547, 597
903, 591, 977
629, 641, 898
502, 67, 560
738, 166, 773
430, 419, 605
479, 430, 760
397, 355, 583
176, 609, 689
364, 462, 718
749, 249, 949
562, 819, 996
577, 808, 907
684, 523, 725
836, 270, 875
301, 50, 350
761, 321, 798
900, 502, 977
413, 912, 946
645, 188, 694
610, 462, 897
403, 760, 949
270, 847, 919
395, 145, 457
168, 732, 882
410, 672, 892
557, 561, 868
518, 449, 864
274, 188, 418
247, 728, 839
809, 188, 886
914, 403, 944
401, 812, 838
520, 475, 852
575, 325, 876
640, 302, 678
514, 313, 803
576, 599, 875
771, 561, 940
739, 597, 763
623, 148, 647
369, 707, 997
719, 577, 915
983, 967, 990
871, 365, 964
722, 403, 987
476, 943, 948
520, 378, 714
333, 906, 908
184, 259, 430
887, 192, 953
230, 701, 759
544, 589, 988
334, 506, 531
487, 385, 789
711, 456, 800
763, 86, 810
573, 383, 789
806, 148, 937
426, 492, 718
477, 743, 770
747, 871, 945
888, 277, 998
527, 751, 847
51, 739, 768
180, 416, 578
698, 742, 835
837, 562, 959
193, 501, 582
283, 623, 828
574, 520, 941
445, 237, 598
771, 247, 772
205, 345, 416
779, 408, 879
543, 709, 883
549, 627, 716
791, 194, 862
536, 572, 797
349, 519, 769
591, 425, 654
842, 733, 997
384, 164, 535
471, 632, 925
830, 467, 935
716, 518, 745
195, 260, 308
840, 439, 920
947, 79, 953
604, 461, 830
609, 918, 975
548, 439, 883
214, 790, 935
196, 870, 955
441, 601, 805
698, 414, 967
739, 331, 751
345, 555, 896
601, 766, 969
351, 397, 636
230, 761, 898
624, 727, 830
710, 171, 762
668, 326, 910
395, 366, 724
211, 609, 629
424, 711, 991
407, 386, 495
259, 770, 898
457, 570, 856
556, 803, 883
796, 814, 865
441, 569, 843
454, 576, 816
198, 642, 829
829, 738, 937
552, 565, 960
398, 865, 893
125, 500, 553
600, 710, 715
264, 529, 575
754, 672, 801
39, 109, 122
458, 402, 715
558, 909, 937
807, 751, 923
679, 763, 963
599, 560, 771
183, 6, 188
809, 661, 975
855, 447, 877
59, 622, 658
487, 733, 872
361, 439, 765
781, 733, 818
184, 266, 339
730, 248, 804
963, 95, 984
716, 381, 777
263, 779, 804
304, 569, 779
106, 637, 723
950, 374, 955
751, 830, 994
702, 605, 959
370, 656, 796
336, 303, 348
317, 666, 889
250, 628, 825
636, 164, 642
460, 565, 638
614, 344, 681
355, 551, 708
635, 857, 986
593, 218, 633
775, 223, 780
772, 344, 974
747, 663, 922
579, 327, 825
739, 775, 794
849, 596, 977
490, 465, 576
344, 626, 825
759, 296, 923
837, 364, 856
95, 698, 763
925, 486, 926
240, 749, 833
684, 346, 799
362, 179, 407
497, 697, 968
390, 186, 441
779, 314, 915
229, 753, 872
582, 508, 779
737, 788, 884
634, 636, 785
676, 544, 990
658, 347, 664
129, 932, 939
565, 603, 948
149, 317, 392
538, 257, 666
934, 964, 985
400, 564, 660
213, 320, 334
662, 524, 691
566, 477, 758
259, 831, 867
475, 671, 892
398, 409, 777
396, 352, 507
721, 231, 935
216, 528, 665
466, 484, 513
744, 688, 785
297, 103, 339
668, 113, 761
666, 893, 993
484, 866, 878
788, 382, 828
339, 517, 824
628, 622, 876
292, 264, 436
363, 721, 809
346, 319, 597
396, 796, 992
874, 710, 943
602, 336, 730
392, 602, 630
202, 501, 685
276, 268, 338
491, 571, 902
357, 490, 730
608, 640, 956
553, 762, 869
752, 127, 779
907, 668, 958
892, 95, 909
271, 653, 770
883, 690, 971
702, 270, 774
882, 652, 902
297, 67, 361
322, 510, 536
836, 237, 844
952, 557, 989
555, 575, 838
506, 771, 943
546, 95, 636
702, 711, 877
87, 205, 284
329, 533, 842
158, 745, 775
358, 787, 887
602, 234, 651
354, 466, 774
425, 558, 697
650, 325, 797
691, 891, 954
427, 892, 976
271, 683, 910
221, 480, 647
288, 234, 309
588, 401, 656
659, 337, 729
246, 895, 999
260, 816, 817
476, 411, 557
267, 410, 477
673, 355, 887
243, 363, 413
567, 59, 587
299, 771, 823
297, 276, 374
179, 581, 717
702, 381, 747
446, 779, 837
626, 325, 911
494, 278, 755
928, 329, 973
902, 321, 993
153, 56, 199
224, 436, 543
415, 378, 498
581, 758, 957
417, 432, 668
567, 949, 967
683, 637, 913
168, 217, 234
830, 252, 986
438, 514, 700
372, 398, 515
403, 548, 823
445, 115, 510
559, 711, 752
215, 790, 956
608, 733, 818
514, 501, 786
877, 492, 879
284, 448, 523
859, 325, 986
579, 629, 825
304, 796, 933
760, 166, 784
161, 623, 765
419, 416, 693
919, 535, 970
394, 465, 675
199, 620, 712
191, 85, 268
609, 492, 842
731, 771, 885
418, 83, 482
116, 835, 847
48, 867, 912
170, 111, 244
356, 430, 441
728, 949, 968
626, 484, 860
208, 812, 927
234, 655, 713
336, 824, 889
376, 793, 873
92, 527, 553
666, 352, 797
687, 907, 979
239, 180, 289
705, 419, 854
696, 949, 950
772, 627, 860
543, 455, 870
474, 588, 775
508, 469, 565
746, 479, 788
919, 391, 930
644, 784, 807
646, 353, 979
586, 101, 678
939, 283, 1000
538, 497, 814
898, 127, 904
826, 76, 871
821, 270, 892
478, 459, 624
673, 453, 743
858, 374, 991
654, 639, 941
749, 487, 820
637, 923, 993
730, 781, 796
563, 453, 983
548, 642, 991
264, 542, 658
606, 653, 814
454, 504, 919
471, 452, 624
258, 522, 717
819, 627, 993
325, 473, 676
443, 750, 992
152, 213, 334
837, 308, 891
872, 318, 889
613, 816, 892
677, 246, 906
593, 420, 605
500, 599, 910
308, 975, 992
598, 846, 927
612, 214, 699
817, 247, 947
846, 575, 955
298, 540, 583
564, 439, 601
288, 468, 732
543, 457, 808
503, 395, 635
779, 329, 856
758, 844, 902
588, 925, 984
614, 181, 630
236, 301, 535
591, 502, 849
378, 573, 917
682, 585, 713
949, 528, 967
702, 754, 807
230, 195, 394
450, 841, 944
439, 342, 665
702, 365, 738
150, 179, 194
313, 581, 773
651, 410, 795
401, 274, 670
226, 694, 850
607, 307, 860
473, 436, 616
355, 718, 933
236, 618, 690
263, 397, 461
489, 337, 629
530, 85, 550
165, 820, 896
828, 593, 975
830, 370, 841
370, 655, 983
131, 46, 148
815, 328, 926
67, 477, 501
453, 431, 643
137, 196, 305
623, 426, 839
32, 850, 864
624, 664, 797
652, 250, 656
224, 608, 617
154, 295, 360
113, 124, 192
490, 168, 588
604, 678, 761
620, 178, 788
483, 354, 507
412, 334, 692
488, 820, 840
447, 511, 747
590, 350, 872
693, 290, 809
282, 355, 495
378, 683, 720
155, 316, 362
491, 481, 871
755, 547, 917
512, 306, 732
852, 754, 963
252, 831, 954
389, 439, 483
745, 819, 837
457, 407, 679
274, 225, 436
447, 176, 555
596, 408, 911
812, 321, 931
437, 298, 668
841, 579, 852
767, 757, 877
785, 586, 812
218, 780, 853
724, 190, 791
946, 162, 999
661, 929, 957
441, 287, 487
819, 343, 918
348, 194, 416
155, 188, 204
438, 651, 661
710, 654, 778
393, 204, 467
165, 701, 766
919, 798, 949
441, 790, 915
397, 346, 522
664, 680, 747
771, 968, 983
558, 955, 997
334, 473, 608
919, 511, 956
133, 660, 746
353, 385, 712
405, 534, 597
245, 684, 760
414, 420, 478
762, 613, 952
242, 369, 562
333, 326, 372
402, 719, 809
519, 387, 665
484, 369, 798
842, 764, 991
454, 429, 847
671, 599, 845
288, 436, 533
108, 186, 195
108, 516, 594
679, 547, 895
231, 397, 428
246, 570, 711
847, 395, 973
705, 264, 720
330, 865, 984
699, 801, 878
670, 676, 727
571, 795, 955
508, 515, 832
426, 434, 845
342, 653, 841
623, 237, 687
453, 511, 742
308, 521, 637
372, 739, 792
360, 743, 931
356, 376, 662
728, 562, 942
329, 613, 810
812, 410, 943
101, 349, 350
616, 241, 830
228, 796, 873
253, 714, 860
886, 259, 909
881, 329, 974
615, 481, 956
430, 343, 593
662, 530, 980
453, 220, 642
238, 291, 320
42, 535, 575
218, 640, 665
239, 392, 394
800, 630, 890
422, 701, 850
820, 281, 895
197, 380, 436
782, 448, 963
723, 480, 768
318, 719, 793
875, 152, 986
726, 359, 853
878, 629, 972
820, 293, 933
644, 531, 773
656, 385, 991
105, 863, 875
228, 489, 586
686, 558, 773
590, 456, 728
414, 570, 951
885, 569, 1000
211, 183, 219
456, 666, 829
445, 511, 794
511, 604, 688
920, 194, 936
132, 501, 583
812, 591, 833
372, 330, 443
591, 651, 995
347, 832, 833
489, 361, 534
582, 592, 901
466, 392, 696
377, 739, 871
682, 528, 825
55, 16, 59
339, 846, 958
675, 467, 960
314, 718, 729
466, 414, 717
405, 562, 627
936, 650, 982
735, 590, 899
70, 628, 664
464, 778, 945
78, 791, 834
192, 128, 236
220, 903, 953
269, 336, 466
349, 594, 914
200, 678, 688
324, 489, 730
436, 227, 619
507, 210, 631
252, 384, 545
223, 929, 936
582, 329, 696
255, 798, 928
441, 700, 916
333, 366, 476
478, 588, 596
319, 17, 325
506, 157, 626
527, 292, 569
289, 572, 720
314, 325, 486
505, 469, 613
588, 506, 707
945, 912, 978
468, 557, 973
155, 820, 827
817, 852, 989
936, 861, 970
804, 326, 834
194, 694, 828
790, 332, 960
755, 868, 986
719, 218, 851
285, 489, 573
142, 355, 466
826, 254, 831
522, 328, 779
762, 751, 853
911, 295, 934
460, 482, 809
92, 832, 885
977, 920, 993
561, 639, 693
454, 763, 907
768, 149, 838
170, 422, 442
720, 524, 975
206, 553, 743
361, 861, 965
198, 601, 740
269, 571, 646
529, 484, 555
598, 788, 876
309, 330, 578
622, 414, 913
111, 556, 661
476, 775, 892
199, 376, 435
248, 976, 1000
375, 819, 952
732, 677, 736
11, 706, 709
294, 629, 837
218, 331, 532
619, 664, 832
92, 286, 355
61, 643, 678
151, 422, 525
569, 305, 696
753, 234, 891
458, 722, 811
57, 894, 903
109, 535, 591
533, 511, 597
950, 36, 964
619, 692, 817
571, 510, 619
547, 579, 771
564, 61, 594
686, 548, 904
232, 541, 603
321, 167, 322
20, 720, 737
534, 552, 880
388, 517, 758
208, 775, 835
602, 189, 651
250, 387, 529
947, 236, 973
443, 582, 781
693, 658, 754
844, 638, 912
72, 834, 861
299, 487, 616
373, 358, 612
372, 757, 836
757, 607, 981
214, 211, 303
259, 612, 615
305, 19, 315
646, 489, 997
699, 324, 727
300, 126, 420
108, 760, 786
762, 573, 963
748, 242, 892
251, 718, 948
773, 428, 940
685, 689, 885
61, 260, 262
649, 556, 992
53, 96, 109
290, 413, 490
113, 327, 396
483, 359, 815
554, 505, 559
313, 276, 579
66, 305, 344
535, 312, 687
429, 437, 762
406, 577, 938
270, 297, 415
200, 295, 331
909, 744, 916
910, 526, 936
477, 75, 527
641, 204, 798
304, 603, 616
401, 312, 591
407, 653, 753
358, 508, 531
673, 125, 745
805, 662, 846
282, 646, 787
831, 665, 880
578, 637, 760
605, 703, 984
98, 707, 752
358, 431, 467
804, 751, 982
291, 530, 620
679, 350, 735
876, 622, 895
154, 156, 196
633, 412, 741
269, 394, 650
495, 293, 566
336, 829, 914
142, 172, 283
920, 547, 976
128, 74, 171
444, 375, 510
515, 628, 790
221, 116, 320
593, 176, 728
837, 274, 984
698, 919, 997
707, 778, 866
555, 662, 739
105, 686, 714
57, 451, 486
703, 553, 785
679, 860, 867
360, 803, 882
732, 525, 942
792, 266, 873
543, 506, 952
938, 640, 947
655, 240, 668
666, 414, 889
555, 720, 904
664, 653, 722
448, 271, 658
781, 744, 841
724, 663, 808
366, 85, 381
365, 895, 986
241, 770, 919
308, 714, 904
406, 777, 934
268, 905, 925
749, 318, 901
595, 436, 974
294, 606, 767
356, 7, 358
586, 685, 912
689, 664, 697
404, 904, 986
281, 456, 538
648, 434, 649
586, 623, 699
885, 892, 940
633, 938, 966
149, 532, 665
242, 360, 505
744, 367, 861
974, 451, 986
565, 605, 658
816, 449, 818
302, 692, 721
79, 288, 329
451, 749, 981
507, 470, 561
916, 746, 942
671, 451, 711
420, 464, 882
612, 354, 624
782, 822, 892
861, 705, 987
314, 488, 799
573, 305, 738
271, 583, 634
722, 644, 744
783, 526, 973
506, 701, 855
486, 524, 619
593, 387, 762
564, 767, 974
815, 573, 976
566, 890, 975
294, 251, 430
370, 11, 373
691, 522, 793
566, 672, 880
493, 574, 649
240, 243, 376
133, 116, 185
618, 433, 829
786, 967, 971
902, 939, 967
504, 465, 525
771, 335, 981
468, 306, 620
268, 593, 800
698, 638, 814
752, 426, 838
205, 221, 375
603, 818, 996
463, 639, 764
670, 280, 776
673, 239, 840
397, 373, 602
648, 332, 767
567, 895, 920
374, 140, 405
801, 336, 884
93, 628, 699
329, 380, 559
755, 522, 880
410, 419, 567
557, 182, 576
104, 271, 367
735, 590, 875
420, 560, 808
458, 858, 930
261, 466, 667
402, 431, 560
291, 676, 795
697, 546, 868
974, 455, 994
353, 226, 523
199, 714, 829
873, 518, 886
698, 794, 885
355, 588, 714
359, 631, 875
292, 200, 323
643, 765, 866
234, 805, 833
408, 552, 845
487, 422, 495
327, 609, 925
291, 581, 695
665, 257, 862
424, 183, 500
385, 647, 708
619, 553, 864
477, 209, 558
748, 438, 960
322, 751, 797
256, 524, 595
691, 222, 741
238, 146, 326
609, 746, 792
431, 303, 645
661, 408, 666
277, 466, 503
719, 812, 832
419, 575, 704
479, 746, 773
491, 794, 838
667, 631, 872
170, 340, 439
956, 742, 979
640, 463, 930
572, 804, 852
667, 399, 960
630, 419, 990
447, 603, 640
665, 583, 972
488, 785, 888
696, 589, 723
477, 772, 861
670, 439, 759
249, 734, 759
862, 641, 951
751, 339, 851
257, 204, 421
444, 677, 768
383, 952, 978
541, 747, 932
462, 812, 969
468, 736, 790
730, 467, 997
376, 919, 944
662, 824, 992
443, 476, 487
833, 169, 907
879, 695, 937
729, 236, 857
768, 70, 810
636, 705, 826
434, 483, 612
522, 697, 920
359, 566, 687
696, 516, 718
531, 318, 776
689, 508, 982
632, 322, 839
632, 883, 954
